2934	454	1	971498983
1835	1249	1	974881730
3825	3256	1	965943601
2507	1676	1	974079253
3501	2064	1	966998879
824	1272	1	975377746
1199	2671	1	974847862
2826	2871	1	972601055
4126	3300	1	1044200848
5599	3418	1	959215081
2419	349	1	974242109
2562	3698	1	973981841
2899	741	1	971920758
3842	2739	1	976516873
1141	1136	1	974879365
476	383	1	976218781
1671	1221	1	974790903
4021	440	1	965524308
1635	1090	1	975128556
5504	260	1	959733469
3416	551	1	967402735
1019	3521	1	975008099
412	909	1	976294109
5522	3100	1	960091517
2826	1077	1	974420547
5493	492	1	959885704
3365	1135	1	967664870
1599	1093	1	974731984
4728	2409	1	982382606
2465	3505	1	974324968
4975	1220	1	962607806
5329	1203	1	961006788
2947	1060	1	1037740411
3675	3752	1	966365065
3626	527	1	966621124
6039	913	1	956706148
5172	2599	1	977084652
1605	3052	1	975380958
543	3526	1	976157171
637	2394	1	975737883
3834	457	1	966402055
1466	1500	1	974755230
4736	3260	1	963630792
3414	1320	1	967487340
302	1265	1	976505139
3469	1333	1	967231220
664	1213	1	975991082
2676	3897	1	973400973
4085	3793	1	986183285
3067	2763	1	996605194
1836	1300	1	974825445
3358	318	1	967693790
631	2318	1	975779885
53	1295	1	977983143
2581	1172	1	974040581
2944	2193	1	1025196093
3272	2245	1	971245264
1390	3897	1	1018906723
5643	2126	1	959649658
2237	25	1	974597584
5367	1945	1	960501736
3578	2109	1	966711058
4867	2393	1	962901581
1947	25	1	974691101
5765	1292	1	958182249
3285	1784	1	968118140
4562	593	1	967430630
1861	3751	1	974695611
1758	180	1	974788548
5312	1288	1	962235540
1369	2951	1	974770459
678	1101	1	989502909
1837	208	1	974901414
131	745	1	977431748
2885	3671	1	972185926
2170	2469	1	974612435
293	1208	1	997661447
169	608	1	977198414
2793	150	1	972942148
5169	3070	1	961894040
3807	1350	1	965966177
1988	1028	1	974684107
1350	2006	1	974773047
2805	1267	1	972785922
1087	2054	1	976132705
3228	1220	1	968416288
1147	1214	1	974873547
5811	16	1	957941030
3971	1805	1	970340779
230	780	1	976822656
3299	3545	1	968075808
4298	913	1	965270079
2544	1185	1	974049397
2810	2005	1	972840112
2231	1580	1	974597015
5269	1358	1	966914883
3301	1299	1	968034754
398	39	1	1044567184
412	1282	1	976287674
2897	1215	1	971933251
631	2959	1	975779993
536	661	1	976138728
1939	924	1	974697397
1916	1240	1	974694442
3562	1	1	1023984367
3547	2150	1	966912526
673	1214	1	975623615
2414	2797	1	974246965
301	3578	1	976504189
355	1265	1	976321228
2484	3300	1	974148176
5728	1375	1	958466342
5755	1282	1	958265654
4213	2990	1	965318375
5026	1220	1	962582915
4234	900	1	965332556
4473	1278	1	965075646
2100	2137	1	974670628
1671	2161	1	974714996
1516	110	1	976293782
5142	2046	1	962147290
5312	480	1	960922759
342	1060	1	976339126
1285	1356	1	974833399
2928	1206	1	971550737
1186	2599	1	974851234
1010	3552	1	975229211
4888	1281	1	962741638
5182	3101	1	961790022
4085	902	1	965432919
528	2406	1	980655073
5906	110	1	958342854
5349	1124	1	960665660
897	3100	1	997678846
1688	1951	1	974796751
2293	931	1	974510349
2050	2804	1	975523566
5874	913	1	957564416
2114	10	1	974649991
4204	592	1	965322956
2017	733	1	974675426
984	235	1	975112598
2860	942	1	976052831
123	1259	1	977529152
4535	1257	1	964719265
5811	1175	1	957940743
5042	1257	1	962506217
424	1083	1	1016720758
3824	1	1	990726708
3374	1625	1	967602422
4884	2946	1	963045521
4831	194	1	1024071513
3696	2762	1	966302936
630	3668	1	975781398
4448	2518	1	965087145
5018	16	1	962586970
2852	2012	1	972507533
4335	1682	1	965238850
710	2915	1	975737231
4007	3740	1	965673675
5831	1343	1	957905911
2064	2186	1	974667444
117	1215	1	977498521
