AXFMUQM9B2HTR	B00136JID0	1	1404259200
A6UOM11FVGTRL	B001GH1ZQE	1	1424304000
A1V2QIDPXB3Y7R	B001GO49E2	1	1414108800
A1GQQI7KB9VM0C	B00136NUG6	1	1451088000
A2QSAZ30ZHPV0Q	B000TEB3VC	1	1396569600
A1B31OQO27LKS3	B00136LJ4Q	1	1522627200
A2UFJ5NIT2RFCM	B009IA2D12	1	1520121600
A18PHRALHBLMF4	B00137G6XO	1	1402358400
A2HO0IEDD64204	B00JHBHZ8S	1	1431907200
A2W47PNNTF4I9V	B00136PM3K	1	1471132800
A3GGNJ05YUT888	B0011Z77TA	1	1411344000
A67YW05PO7C73	B00136LDKQ	1	1439078400
A19ZKO7I1RKY2Q	B0012298LC	1	1409788800
AO706Z80OA9K	B00136RNZK	1	1435190400
A2HAS0LYEIG0E0	B00160Q7IM	1	1441152000
A2LDEDOQZH3VTP	B01F49DZEO	1	1476316800
A3PSR4U3D9X8YB	B00136NP0M	1	1431993600
AC31ND7HT5SQ2	B000V68VJA	1	1409097600
A1063WNMC368BK	B0070PUXSC	1	1459468800
AQ0SOAVPEB9C1	B00136RSW8	1	984700800
A2YQSX6KTPX2OB	B007TG0I6E	1	1453248000
A37LQVNQJQIOCR	B002NQTG5Y	1	1357603200
ANMOH2JU6W3YG	B0011XCZ1M	1	1378512000
A2H59S13OWIWHZ	B001NCKZOU	1	1309737600
A2FM1IDLKUS5WF	B00137O9J2	1	1475193600
ANNJ8FZ6KRUTO	B008XCJ0KI	1	1427328000
AESNHQLDPI0KB	B002BPH1F4	1	1452729600
A19ZV5VMY9XREC	B00K6B6854	1	1411862400
A3W4D8XOGLWUN5	B00136NMRI	1	1432339200
A1RGJA7LQ3B5H7	B001BK9KCM	1	1419379200
AP5D5MLKQS69U	B001I9WL18	1	1388707200
A3DJWGTT4OZO5E	B0017ZU3PE	1	1437436800
A252UVOWRR2KPW	B00137VDYG	1	1358899200
A62GPFA0ZOH6A	B006L5O9GY	1	1426377600
A5QL70860QUQP	B001232QT2	1	1363478400
A3IJW6L36GY6UZ	B003RRFVYS	1	1401321600
A1J50A54JRYD6T	B003VXHTG6	1	1375833600
A3SI4GQLS3OIGI	B00123EHBM	1	1456617600
A2GXIKCQ7TT7ZZ	B00CUR29GY	1	1460937600
A264LJ7DXWHJQH	B00137ILRS	1	1448582400
A2XF6EFU44M9J0	B001229998	1	1380931200
A3N9Z35RDBW1CK	B002HP8EKE	1	1454630400
A3VY88GP98AH0X	B00AU1L44K	1	1485820800
A30M5OGVWABAXD	B001IXUUNU	1	1479600000
A1LOA4KCVVK6QG	B0059H09DC	1	1418515200
A3B3CXPFQ8VBHY	B0013D6KZC	1	1522972800
ABQ0Q5M06JXHY	B012CAS28M	1	1480636800
A15T3Y3BL2AJ9V	B0018CMBMY	1	1487635200
A2DXJCRPFJP0Y9	B001NHHXLS	1	1412467200
ARROEKN0BANX4	B0013JWOZG	1	1410566400
