4923	2183	1	4
4759	4941	1	2
5442	2645	1	1
4748	5180	1	9
641	3953	1	4
1137	2173	1	5
8349	5868	1	2
1912	832	1	1
7484	5450	1	4
5539	7669	1	1
7528	1526	1	1
2518	3907	1	3
4577	3356	1	4
8463	4657	1	1
263	2053	1	1
4667	3888	1	2
3476	2047	1	6
8264	6266	1	1
7931	1225	1	7
3890	8335	1	1
4021	2251	1	2
2078	3072	1	1
4382	2522	1	2
1061	118	1	4
4301	3487	1	1
5309	1163	1	1
6991	6182	1	1
2038	928	1	7
2674	942	1	2
1002	32	1	1
621	3424	1	6
1678	7779	1	3
4974	4964	1	1
1526	2747	1	2
1205	7112	1	5
2053	6108	1	1
5386	4376	1	1
3708	2535	1	1
8114	3547	1	1
3748	2522	1	5
5883	475	1	4
1940	1319	1	1
5402	3320	1	2
3079	2746	1	2
2307	8515	1	1
7110	2965	1	5
4475	5822	1	2
1572	6623	1	8
2243	6806	1	2
3352	3427	1	2
8178	959	1	3
1218	6788	1	1
6166	5153	1	4
4133	4621	1	3
8185	6619	1	2
3270	3818	1	1
5523	308	1	10
1075	7484	1	4
2230	6086	1	1
8428	7745	1	4
2478	2029	1	4
5261	6941	1	1
7884	4920	1	3
6667	8367	1	2
6670	7321	1	2
3639	1590	1	1
7779	7884	1	2
4542	3223	1	1
2337	8215	1	1
7325	5947	1	4
7244	6184	1	2
160	7404	1	4
1488	6771	1	1
285	7835	1	1
3320	583	1	1
4133	8387	1	2
7567	7494	1	7
2667	8456	1	2
2777	6672	1	1
4699	2685	1	11
7948	8335	1	1
6477	3296	1	1
4003	8169	1	5
6064	1356	1	1
3660	8332	1	3
5614	4266	1	1
4667	6266	1	1
87	7850	1	3
6989	877	1	4
7327	2602	1	4
4202	4017	1	3
1504	2330	1	2
768	3712	1	1
4077	5450	1	4
1104	7142	1	8
5870	734	1	8
6890	3081	1	10
287	6160	1	1
2187	7172	1	1
2119	617	1	8
4048	3301	1	2
5996	4680	1	4
5175	2181	1	2
5692	8018	1	1
1829	4677	1	1
8441	7471	1	1
8376	8283	1	1
2856	7187	1	7
7984	3178	1	1
1104	378	1	8
291	7789	1	2
5614	1788	1	1
2681	13	1	2
776	4323	1	10
4493	5173	1	1
4715	3549	1	1
5614	262	1	5
4793	544	1	4
2455	1153	1	1
