3722	7641	1	11
4923	2183	1	4
4759	4941	1	2
5442	2645	1	1
641	3953	1	4
1137	2173	1	5
8349	5868	1	2
1912	832	1	1
7484	5450	1	4
2518	3907	1	3
8463	4657	1	1
263	2053	1	1
6119	5449	1	1
3476	2047	1	6
8264	6266	1	1
7933	549	1	4
1087	5622	1	4
3890	8335	1	1
4021	2251	1	2
2078	3072	1	1
4382	2522	1	2
1061	118	1	4
4301	3487	1	1
5309	1163	1	1
2674	942	1	2
1002	32	1	1
621	3424	1	6
1678	7779	1	3
7393	4941	1	1
1526	2747	1	2
1205	7112	1	5
2053	6108	1	1
5386	4376	1	1
3708	2535	1	1
5717	4909	1	1
8114	3547	1	1
3748	2522	1	5
5883	475	1	4
1940	1319	1	1
7110	2965	1	5
4475	5822	1	2
3352	3427	1	2
1218	6788	1	1
6166	5153	1	4
4351	3485	1	6
8185	6619	1	2
1075	7484	1	4
2486	4842	1	1
2230	6086	1	1
8428	7745	1	4
2478	2029	1	4
5261	6941	1	1
6667	8367	1	2
6670	7321	1	2
7779	7884	1	2
3528	7154	1	1
3696	4666	1	1
4542	3223	1	1
2337	8215	1	1
491	942	1	2
2540	2404	1	7
7325	5947	1	4
7244	6184	1	2
1488	6771	1	1
285	7835	1	1
3320	583	1	1
4133	8387	1	2
2667	8456	1	2
2777	6672	1	1
4699	2685	1	11
4003	8169	1	5
6064	1356	1	1
3660	8332	1	3
5614	4266	1	1
4667	6266	1	1
87	7850	1	3
6989	877	1	4
1906	5466	1	1
7327	2602	1	4
4202	4017	1	3
1504	2330	1	2
768	3712	1	1
4077	5450	1	4
1104	7142	1	8
5870	734	1	8
287	6160	1	1
2119	617	1	8
6685	5656	1	4
4048	3301	1	2
5996	4680	1	4
1829	4677	1	1
8441	7471	1	1
2856	7187	1	7
94	7244	1	2
1104	378	1	8
839	5032	1	7
5614	1788	1	1
2681	13	1	2
776	4323	1	10
4493	5173	1	1
4715	3549	1	1
4793	544	1	4
103	3914	1	1
6219	5663	1	5
7914	604	1	1
5539	7579	1	1
2186	7263	1	1
4133	7884	1	3
5505	3356	1	1
1205	7499	1	5
5474	4698	1	1
3896	5198	1	1
1230	3238	1	7
5559	3526	1	1
6887	7004	1	1
5564	5333	1	1
1186	3495	1	2
4369	7024	1	6
166	7079	1	1
2824	3223	1	3
5945	4184	1	6
4202	7499	1	2
61	4844	1	1
6994	2138	1	6
7168	6434	1	7
3397	2129	1	3
4285	1455	1	3
3622	5957	1	1
669	2422	1	3
1405	6814	1	3
6737	4870	1	1
4985	2328	1	2
794	1700	1	1
3835	1895	1	6
7860	1641	1	1
4782	4275	1	1
1115	6090	1	2
7946	1277	1	1
4330	5415	1	4
6178	3888	1	1
6455	4371	1	1
3023	4294	1	1
6184	1572	1	1
1021	1437	1	1
3278	2566	1	7
3635	7264	1	4
5392	1474	1	1
3295	6290	1	2
8034	581	1	1
2196	1384	1	9
7905	2801	1	2
2870	3406	1	6
891	8332	1	2
7325	6280	1	5
1484	4575	1	1
4489	295	1	1
3248	610	1	1
3598	3356	1	1
5418	7240	1	1
1544	8387	1	5
5663	4680	1	3
1490	8420	1	1
57	5009	1	9
2461	1506	1	1
5190	1230	1	7
1202	2858	1	1
8513	7421	1	1
8301	217	1	2
6388	7532	1	3
6949	6950	1	1
1188	3295	1	6
7418	6577	1	10
1788	2606	1	1
7117	2477	1	1
5614	5877	1	1
4524	1538	1	1
1613	6527	1	5
8283	384	1	1
2993	959	1	1
3316	25	1	1
7902	8030	1	6
5817	2216	1	2
689	2148	1	1
3300	5689	1	1
4864	7237	1	2
5997	5034	1	8
7372	2859	1	5
4819	4181	1	1
2674	7276	1	6
1758	8386	1	2
7933	6488	1	5
3199	8379	1	2
851	5398	1	1
1196	2821	1	1
4316	7806	1	1
1829	1815	1	1
7512	76	1	1
510	1364	1	1
2921	308	1	10
2801	7510	1	2
6368	8130	1	1
473	4048	1	3
680	1785	1	3
2498	3278	1	5
4666	4380	1	1
8238	5159	1	2
1425	4600	1	2
6630	1312	1	1
2832	4020	1	8
4167	2138	1	7
5410	2431	1	2
6240	2908	1	2
3352	1899	1	2
3834	6879	1	2
4509	4236	1	4
3987	2632	1	1
3517	1364	1	1
1210	1572	1	1
1962	2492	1	2
7750	2119	1	10
8104	2195	1	11
5997	215	1	10
7613	4298	1	1
3630	331	1	1
