1	1193	5	978300760
743	342	2	975469108
4448	3608	3	986263593
2805	3872	4	972785544
4140	3704	3	965348634
1764	3178	5	974703464
4482	491	4	965099779
1203	535	3	974927016
5329	1120	5	960841112
4534	356	5	964727162
604	2722	3	975870205
4813	3072	5	962929707
1552	2571	4	974743011
2435	1573	1	974223318
2116	1752	4	974650779
1676	343	3	974795416
482	431	5	976218976
1579	2641	4	981272170
878	3751	5	975263502
3638	733	3	966580346
4222	3111	3	965315072
1776	1021	3	974712349
3054	1923	3	970615708
3065	364	4	970003421
4437	1367	3	965101928
4523	3723	4	964814126
5042	3459	1	962665288
4505	3584	4	964992792
1285	1824	3	974793865
3261	2006	2	968252479
2380	1271	4	974390216
3829	1633	3	965938453
5845	2905	5	957798435
1146	217	2	974939683
2124	3086	1	974651045
1354	3914	3	985809912
2629	1479	3	973627345
2344	785	1	974413478
873	1282	3	975423874
1317	2763	2	974842250
4016	1061	3	965536173
4826	2722	2	963004655
1120	3831	4	1037340535
3401	2122	2	967433349
1242	1172	2	976307113
4985	1862	4	962593888
5268	1126	1	961169012
327	1222	5	976398708
1638	913	3	974839024
658	2710	4	975692549
5374	1221	4	960431797
331	1835	3	976385774
3462	1358	5	967175907
4802	2565	5	963255612
1778	2888	1	974700744
2942	1204	5	971328899
2580	2100	4	973890253
5925	1079	2	957283518
461	3385	3	976231601
2628	3535	1	973626624
5057	3037	4	962485835
2971	3298	4	971065320
2583	1291	5	974073929
3556	2353	4	966806458
18	153	3	978153795
4064	1211	5	965477681
4171	2378	1	965335248
272	1661	4	976697036
2485	95	2	974143681
2727	1376	3	973268191
2199	2568	2	974606899
940	2167	3	975173426
3483	428	3	967068182
1303	2729	2	1042295484
3371	272	4	967606866
3378	2421	4	996004603
4671	292	4	963795942
1748	3203	4	974724851
3900	370	3	965876502
5480	2316	3	959867198
3086	3078	5	969690870
2526	2668	3	974067775
2337	2571	5	974422830
4837	2279	3	962891962
5047	2295	3	962497632
3240	2289	5	968349771
2121	2653	2	974647662
725	1296	5	977247145
6010	3210	5	956856102
1767	1187	5	974702644
613	3072	4	975811500
3182	1194	5	968770652
4354	2664	5	966753593
3156	1228	3	968886592
1260	2922	4	977239897
3577	1265	1	966710812
1053	3788	4	974952902
3650	748	2	966460811
2030	1690	4	974929509
3416	11	4	967402853
3712	648	4	966271669
5562	1197	4	959369636
5801	748	3	958012219
151	3882	4	991094834
2841	882	2	983750255
3705	3244	4	966283520
1690	2605	4	974713916
3476	364	4	967133808
2005	2541	1	974676915
4498	2434	3	964998330
3681	1206	3	966354093
4584	978	5	964358567
1793	161	5	974758054
5261	1213	3	961197848
4315	65	4	965259014
4928	357	5	962669852
4442	3681	3	965094113
4856	3435	5	962831659
5100	62	5	962717534
855	1339	2	976412303
1969	2916	4	974686811
5350	595	3	960662911
3808	1726	3	965973483
700	3364	5	975555562
744	3578	5	975468507
5002	2918	4	962602137
3260	1985	2	1019504169
293	3514	4	976562792
3410	1976	2	967485586
1448	661	3	976216859
5550	2009	4	959470405
5333	2993	4	976427848
4232	3510	4	1023466249
4472	3100	4	965067173
5188	1957	5	961719494
1974	2944	4	974863345
822	45	1	975812662
1790	2231	3	974707092
4016	3726	5	965531261
4791	2268	2	963150483
1759	2296	2	974789460
129	1617	5	977434870
1051	3709	1	987220665
3610	3255	4	966610361
3130	1912	3	969249917
5287	1220	4	961088569
5039	3078	4	962511591
5771	2478	4	958171192
702	1270	3	975563841
2507	1028	5	974076679
3848	3186	3	965879506
2233	1968	2	974597174
121	2916	4	977458892
5969	2355	5	957795727
4310	1265	4	965350952
1847	3250	3	974697463
719	3863	3	975527748
4414	2841	4	965560863
875	1347	5	975270066
3462	1442	2	968708279
5371	314	4	960481082
2931	239	2	971504692
4130	1597	4	965351628
264	2194	3	976712394
352	317	1	976332607
2164	173	2	974614282
1077	293	4	974999409
6005	2003	3	956794602
1036	3068	4	974991639
3912	3702	5	965754102
754	2985	3	975454412
157	3100	4	977248328
476	1248	4	976219028
1285	3298	4	974794389
922	1949	5	975214147
3671	2683	3	966375464
2248	1093	4	974596448
5870	3250	4	957567713
149	1278	5	978190942
2564	858	3	973969485
4227	3725	3	965323570
610	1210	4	975862248
4640	1089	2	1024001364
3773	3785	4	966043334
532	1097	2	976140661
5353	912	4	960616640
4505	1961	5	964981157
1345	378	2	974775450
3990	910	4	965781737
4408	1227	4	965168003
4433	3699	3	965099389
770	3527	5	976183668
906	1895	4	975209206
5021	2160	3	962582439
3855	1584	5	965873428
5978	1208	5	956958922
1695	2000	4	974709225
3574	3754	4	966730950
198	3785	4	991439451
4085	3869	1	986185379
3306	969	5	968001077
1683	2264	3	974711330
5367	1205	3	960500550
3129	1208	2	969365073
4658	748	4	963878902
2186	1894	4	974609620
4364	2797	4	965184987
5567	2001	3	959349636
1707	2501	5	974876655
3876	3646	4	965837257
2020	1405	5	974679829
5422	3622	4	960254621
5812	62	4	960877866
1941	3176	4	989645706
5698	1645	4	958595546
5026	2473	3	962776871
2015	2133	4	974758028
4508	3693	3	964980980
1741	2969	3	974711964
